oldLink,Related entry?,Group,Name,Name2,Description,Location,Latitude,Longitude,GoogleMapsLink,keyword,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,Image5,Image5Caption,Image5Source,Image5SourceLink
https://conntours.oncell.com/en/old-windham-county-courthouse-201433.html,,freedom,Old Windham County Courthouse,Brooklyn CT,,"4 Wolf Den Rd, Brooklyn CT 06234",41.7883225,-71.9499056,https://goo.gl/maps/iEc3GVkfjmFoZPym6,old-windham-courthouse,old-windham-courthouse.jpg,Old Windham County Courthouse (now Brooklyn Town Hall).,Source: Courtesy of the Connecticut Department of Economic and Community Development,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/connecticuts-old-state-house-201432.html,See Women...,freedom,Connecticut's Old State House,Hartford CT,,"800 Main St, Hartford, CT 06103",41.7661838,-72.6726289,https://goo.gl/maps/WKGCdvK2dP7NaYu29,ct-old-state-house,ct-old-state-house.jpg,Old State House.,"Source: Library of Congress, Prints and Photographs Division",,ct-old-state-house2.jpg,Old State House Interior.,"Source: Library of Congress, Prints and Photographs Division",,ct-old-state-house3.jpg,Connecticut's Old State House (2008).,Source: Creative Commons,,,,,,,,,
https://conntours.oncell.com/en/cross-street-ame-zion-church-201426.html,,freedom,Cross Street A.M.E. Zion Church,Middletown CT,,"440 West St, Middletown, CT 06457",41.5433564,-72.6696875,https://goo.gl/maps/b3eUrCgkZeTmC5WB7,cross-street-church,cross-street-church.jpg,Cross Street A.M.E. Zion Church.,Source: Courtesy of Connecticut Department of Economic and Community Development,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/venture-smith-gravesite-201435.html,,freedom,Venture Smith Gravesite,East Haddam CT,,"499 Town St, East Haddam, CT 06423",41.480308,-72.4467572,https://goo.gl/maps/h5FZaSamZVQUamP8A,venture-smith,venture-smith.jpg,Venture Smith's Gravesite.,Source: Courtesy of Connecticut Department of Economic and Community Development,,venture-smith2.jpg,"Cover of ""A Narrative of the Life and Adventures of Venture.""",Source: Photo courtesy of the Connecticut Department of Economic and Community Development,,,,,,,,,,,,,
https://conntours.oncell.com/en/david-ruggles-gravesite-201427.html,,freedom,David Ruggles Gravesite,Norwich CT,,"68 Lafayette St, Norwich, CT 06360",41.5397206,-72.0905574,https://goo.gl/maps/1f6TiYhkbF5SNXDx99,david-ruggles,david-ruggles.jpg,David Ruggles Gravesite.,Source: Courtesy of Connecticut Department of Economic and Community Development,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/joshua-hempsted-house-201431.html,,freedom,Joshua Hempsted House,New London CT,,"11 Hempstead St, New London, CT 06320",41.3531021,-72.102018,https://goo.gl/maps/7HnoQ3pcnGRtfLRi6,joshua-hempsted,joshua-hempsted.jpg,Joshua Hempsted House.,Source: Courtesy of Connecticut Department of Economic and Community Development,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/flora-hercules-gravesite-201428.html,,freedom,Flora Hercules Gravesite,New London CT,,"1 Bulkeley Pl, New London, CT 06320",41.3587795,-72.099912,https://goo.gl/maps/34pf3rRZojSUBYmj6,flora-hercules,flora-hercules.jpg,"Flora Hercules Gravesite, New London.",Source: Courtesy of Connecticut Department of Economic and Community Development,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/connecticut-29th-colored-regiment-monument-201425.html,,freedom,Connecticut 29th Colored Regiment Monument,New Haven CT,,"Criscuolo Park, New Haven, CT 06513",41.3025925,-72.9036061,https://goo.gl/maps/Ao663N2dToe4Xnh59,ct-29th-regiment,ct-29th-regiment.jpg,Monument to the 29th Colored Regiment Monument.,Source: Courtesy of Connecticut Department of Economic and Community Development,,ct-29th-regiment2.jpg,Amistad Memorial (New Haven).,Source: Photo courtesy of the Connecticut Department of Economic and Community Development,,,,,,,,,,,,,
https://conntours.oncell.com/en/freedom-schooner-amistad-201429.html,,freedom,Freedom Schooner Amistad,New Haven CT,,"Long Wharf Pier, Long Wharf Dr, New Haven CT 06511",41.2947111,-72.9171892,https://goo.gl/maps/Q7pLd6uF2ZWfBcUA6,freedom-schooner,freedom-schooner.jpg,Freedom Schooner Amistad.,Source: Courtesy of Connecticut Department of Economic and Community Development,,freedom-schooner2.jpg,Portrait of Joseph Cinqué.,Source: Photo courtesy of the Connecticut Department of Economic and Community Development,,,,,,,,,,,,,
https://conntours.oncell.com/en/mary-and-eliza-freeman-houses-walters-zion-church-201430.html,,freedom,Mary and Eliza Freeman Houses & Walters Zion Church,Bridgeport CT,,"358 Main St, Bridgeport, CT 06604",41.1794676,-73.1808511,https://goo.gl/maps/6oMocBxvUHUeqa9Z99,freeman-houses,freeman-houses.jpg,Mary and Eliza Freeman Houses (2012).,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-leisure-trail-206213.html,,,The Leisure Trail,,,,,,,,orientation-leisure.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/candlewood-lake-206212.html,,leisure,Candlewood Lake,New Milford CT,,"199 Old Town Park Rd, New Milford, CT 06776",41.532885,-73.437502,https://goo.gl/maps/r2ywhr7aT4wpR4t36,candlewood-lake,candlewood-lake.jpg,Candlewood Lake.,Source: Library of Congress Prints and Photographs Division,,candlewood-lake2.jpg,"Postcard of Candlewood Lake, circa 1930-1945.",,,,,,,,,,,,,,
https://conntours.oncell.com/en/quassy-amusement-park-206207.html,,leisure,Quassy Amusement Park,Middlebury CT,,"2132 Middlebury Rd, Middlebury, CT 06762",41.526915,-73.150413,https://goo.gl/maps/yaSehxxJFguNhkCK6,quassy-park,quassy-park.jpg,"The Midway, Lake Quassapaug, Middlebury.",Source: Middlebury Historical Society,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/palace-theater-215483.html,,leisure,Palace Theater,Waterbury CT,,"100 E Main St, Waterbury, CT 06702",41.55521,-73.0392909,https://goo.gl/maps/1gCjtfywgUDoJBzV9,palace-theater,palace-theater.jpg,Palace Theater Lobby.,,,palace-theater2.jpg,Panoramic - Right.,,,palace-theater3.jpg,Dome.,,,palace-theater4.jpg,Stage Left.,,,,,,
https://conntours.oncell.com/en/lake-compounce-206204.html,,leisure,Lake Compounce,Bristol CT,,"185 Enterprise Dr, Bristol, CT 06010",41.649622,-72.9093745,https://goo.gl/maps/J8FNCqgPyYaxW1516,lake-compounce,lake-compounce.jpg,Entrance to Lake Compounce (c. 1930--1945).,,,lake-compounce2.jpg,"Part of the ""Midway"" at Lake Compounce (c. 1930-1945).",,,lake-compounce3.jpg,"Trolley Terminal, Lake Compounce (c. 1900-1920).","Source: LeRoy Roberts Railroad Collection, University of Connecticut, and Connecticut History Illustrated",,,,,,,,,
https://conntours.oncell.com/en/elizabeth-park-conservancy-206205.html,,leisure,Elizabeth Park Conservancy,Hartford CT,,"1561 Asylum Ave, Hartford, CT 06105",41.7762661,-72.7181535,https://goo.gl/maps/9vFvnGtYPmsMwhkX7,elizabeth-park,elizabeth-park.jpg,Elizabeth Park.,,,elizabeth-park2.jpg,"Lily Pond, Elizabeth Park (c.1905).",Source: Library of Congress Prints and Photographs Division,,elizabeth-park3.jpg,"Rose Arbor, Elizabeth Park.",,,,,,,,,,
https://conntours.oncell.com/en/wadsworth-atheneum-206210.html,,leisure,Wadsworth Atheneum,Hartford CT,,"600 Main St, Hartford CT 06103",41.7636438,-72.6730446,https://goo.gl/maps/MSoj1KRjhQ38eDYx7,wadsworth-atheneum,wadsworth-atheneum.jpg,Wadsworth Atheneum (1907?).,Source: Library of Congress Prints and Photographs Division,,wadsworth-atheneum2.jpg,Interior of the Wadsworth Athenuem.,,,,,,,,,,,,,,
https://conntours.oncell.com/en/goodspeed-opera-house-206208.html,,leisure,Goodspeed Opera House,East Haddam CT,,"6 Main St, East Haddam, CT 06423",41.4517692,-72.4625672,https://goo.gl/maps/4G13iuwF3Py5S3qX7,goodspeed-opera,goodspeed-opera.jpg,View from the Connecticut River of the Goodspeed Opera House.,Source: Library of Congress Prints and Photographs Division,,goodspeed-opera2.jpg,Interior of the Goodspeed Opera House.,"Source: Archives & Special Collections at the Thomas J. Dodd Research Center, Univeristy of Connecticut Library, and Connecticut History Illustrated",,,,,,,,,,,,,
https://conntours.oncell.com/en/ivoryton-playhouse-206209.html,,leisure,Ivoryton Playhouse,Essex CT,,"103 Main St, Ivoryton, CT 06442",41.3486547,-72.4422267,https://goo.gl/maps/32J7vgg3GGtGnV517,ivoryton-playhouse,ivoryton-playhouse.jpg,Ivoryton Playhouse.,"Source: John Phelan, Creative Commons",,ivoryton-playhouse2.jpg,Ivoryton Playhouse (c.1930-1945).,,,,,,,,,,,,,,
https://conntours.oncell.com/en/rocky-neck-state-park-206211.html,,leisure,Rocky Neck State Park,Niantic CT,,"244 W Main St, Niantic, CT 06357",41.3162131,-72.2408831,https://goo.gl/maps/fPpostuTaFWPNH4CA,rocky-neck,rocky-neck.jpg,Rocky Neck State Park West Shore.,"Source: Bjituron, Creative Commons",,rocky-neck2.jpg,"Pavilion and Beach, Rocky Neck State Park (c.1930-1945).",,,rocky-neck3.jpg,Rocky Neck Park Trail Bridge.,Source: Library of Congress Prints and Photographs Division,,,,,,,,,
https://conntours.oncell.com/en/hammonasset-beach-state-park-206203.html,,leisure,Hammonasset Beach State Park,Madison CT,,"1288 Boston Post Rd, Madison, CT 06443",41.2697656,-72.5590716,https://goo.gl/maps/Adbiq5ZXYhJgnRkG9,hammonasset-beach,hammonasset-beach.jpg,Hamonasset Beach State Park.,Source: Creative Commons,,hammonasset-beach2.jpg,Pavilion on the East beach section of Hammonasset Beach State Park.,Source: Creative Commons,,,,,,,,,,,,,
https://conntours.oncell.com/en/savin-rock-park-206206.html,,leisure,Savin Rock Park,West Haven CT,,"435 Captain Thomas Blvd, West Haven, CT 06516",41.2557633,-72.9562421,https://goo.gl/maps/yWeETu9Hib3UowM99,savin-rock,savin-rock.jpg,"Beach Street at night, Savon Rock, Conn (c.1930-1945).",,,savin-rock2.jpg,"Mills Chutes, Savon Rock (c. 1930-1945).",,,savin-rock.jpg,"Seaview Hotel, Savin Rock (c.1899-1920). ","Source: Connecticut History Illustrated; Connecticut State Library, Herbert Randall Survey of New Haven and Environs, 1880-1920 (PG 380).",,,,,,,,,
https://conntours.oncell.com/en/the-literary-trail-202271.html,,,The Literary Trail,,,,,,,,orientation-literary.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-gertrude-chandler-warner-boxcar-children-museum-204516.html,,literary,The Gertrude Chandler Warner Boxcar Children Museum,Putnam CT,,"1 S Main St, Putnam, CT 06260",41.914044,-71.907772,https://goo.gl/maps/V66epaqF3JNchsxB9,gertrude-chandler-warner,gertrude-chandler-warner.jpg,"Boxcar at the Gertrude Chandler Warner Museum, with The Box-Car Children book cover (1924).",Source: Creative Commons,,gertrude-chandler-warner2.jpg,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-wallace-stevens-walk-202264.html,duplicate in Hartford Literary,literary,The Wallace Stevens Walk,Hartford CT,,"690 Asylum Ave, Hartford CT 06106",41.7692894,-72.6868354,https://goo.gl/maps/GYpE4isQHDz96WjL7,wallace-stevens,wallace-stevens.jpg,Wallace Stevens / Stone from Wallace Stevens Walk.,"Source: Katexic Clippings Newsletter, Creative Commons",,wallace-stevens2.jpg,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/harriet-beecher-stowe-center-202262.html,See Women; dup in Hartford Literary,literary,Harriet Beecher Stowe Center,Hartford CT,,"77 Forest St, Hartford, CT 06105",41.7668438,-72.7004102,https://goo.gl/maps/H9uBYcJXH6fv8phC8,harrier-beecher-stowe,harrier-beecher-stowe.jpg,"Portrait of Harriet Beecher Stowe (c.1855) / Uncle Tom's Cabin, the Courier Company.",Source: Library of Congress Prints and Photographs Division,,harrier-beecher-stowe2.jpg,Former home of Harriet Beecher Stowe.,"Source: Todd Van Hoosear, Creative Commons",,,,,,,,,,,,,
https://conntours.oncell.com/en/the-mark-twain-house-museum-202260.html,duplicate in Hartford Literary,literary,The Mark Twain House & Museum,Hartford CT,,"385 Farmington Ave, Hartford CT 06105",41.7670353,-72.7014192,https://goo.gl/maps/vKxnaQPAttHJGKof9,mark-twain,mark-twain.jpg,Mark Twain (1907) / The Adventures of Tom Sawyer (1876) by Mark Twain.,,,mark-twain2.jpg,Mark Twain House.,"Source: Carol M. Highsmith Collection, Library of Congress Prints and Photographs Division",,,,,,,,,,,,,
https://conntours.oncell.com/en/noah-webster-house-202261.html,duplicate in Hartford Literary,literary,Noah Webster House,West Hartford CT,,"227 S Main St, West Hartford, CT 06107",41.7469707,-72.7458663,https://goo.gl/maps/EREouLptgVoDyxfW7,noah-webster,noah-webster.jpg,Engraving of Noah Webster.,"Source:  A Dictionary of the English Language by Noah Webster (c.1845), Library of Congress Prints and Photographs Division",,noah-webster2.jpg,Noah Webster House.,,,,,,,,,,,,,,
https://conntours.oncell.com/en/cedar-hill-cemetery-202263.html,duplicate in Hartford Literary,literary,Cedar Hill Cemetery,Hartford CT,,"453 Fairfield Ave, Hartford CT 06114",41.7267741,-72.6915889,https://goo.gl/maps/LavSNP3nymZ8dTfc8,cedar-hill,cedar-hill.jpg,Cedar Hill Cemetery (c.1906); Katherine Hepburn Gravestone.,"Sources: Library of Congress, Detroit Publishing Company; Bunkosquad, Creative Commons",,cedar-hill2.jpg,Charles Dudley Warner (1875).,,,,,,,,,,,,,,
https://conntours.oncell.com/en/arthur-miller-gravesite-204521.html,,literary,Arthur Miller Gravesite,Roxbury CT,,"69 CT-67, Roxbury, CT 06783",41.5642624,-73.3128064,https://goo.gl/maps/WRGMGqTUYTjv2hzT9,arthur-miller,arthur-miller.jpg,Arthur Miller.,Source: U.S. Department of State,,arthur-miller2.jpg,Set for the 1949 stage production Death of a Salesman.,"Source: Digital Collections, New York Public Library",,,,,,,,,,,,,
https://conntours.oncell.com/en/thornton-wilder-gravesite-204522.html,,literary,Thornton Wilder Gravesite,Hamden CT,,"3801 Whitney Ave, Hamden, CT 06518",41.431913,-72.906927,https://goo.gl/maps/MtPZ6ffQmC4Dq4T59,thornton-wilder,thornton-wilder.jpg,Thronton Wilder.,"Source: Henry W. and Albert A. Berg Collection of English and American Literature, New York Public Library",,thornton-wilder2.jpg,Production of The Bridge of Sain Luis Rey (1929).,,,,,,,,,,,,,,
https://conntours.oncell.com/en/tantaquidgeon-museum-204519.html,,literary,Tantaquidgeon Museum,Uncasville CT,,"1819 Norwich-New London Turnpike, Uncasville CT 06382",41.4743205,-72.0995648,https://goo.gl/maps/P39Y6FDVEAvX5swE6,tantaquidgeon-museum,tantaquidgeon-museum.jpg,Tantaquidgeon Museum.,"Source: U.S. Department of Agriculture, Creative Commons; Dr. Glady Tantaquidgeon as rendered in ""The Offering"" by Armand LaMontage, U.S. Department of Agriculture",,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/monte-cristo-cottage-204517.html,,literary,Monte Cristo Cottage,New London CT,,"325 Pequot Ave, New London, CT 06320",41.33218,-72.0961627,https://goo.gl/maps/SYyG3pkVVfQ4T3ab9,monte-cristo,monte-cristo.jpg,"Monte Cristo Cottage, the boyhood home of Eugene O'Neill.","Source: Ntiprog, Creative Commons",,monte-cristo2.jpg,Eugene O'Neill.,,,,,,,,,,,,,,
https://conntours.oncell.com/en/james-merrill-house-204518.html,,literary,James Merrill House,Stonington CT,,"107 Water St, Stonington, CT 06378",41.3337137,-71.9066492,https://goo.gl/maps/jPUD7vot19FoCQrU6,james-merrill,james-merrill.jpg,James Merill House.,Source: Creative Commons,,james-merrill.2jpg,James Merrill and David Jackson (1973).,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-maritime-heritage-trail-223114.html,,,The Maritime Heritage Trail,,,,,,,,orientation-maritime.jpg,USCGC Eagle.,"Source: Connecticut State Library, Governor Dannel P. Malloy Photographs from Flickr",,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/culper-spy-ring-223107.html,,maritime,Culper Spy Ring,Fairfield Museum and History Center,,"370 Beach Rd, Fairfield, CT 06824",41.141374,-73.2487673,https://goo.gl/maps/VzCHajuYmULvmBfX9,culper-spy,culper-spy.jpg,"""Cupler gets message here and sends across the sound by the Caleb Brewster."" Detail of map from General Washington's spies on Long Island and in New York.","Source: Morton Pennybacker, 1939",,,Detail of the Cupler Spy Ring Code.,Source: Library of Congress,,,,,,,,,,,,,
https://conntours.oncell.com/en/west-indies-trade-227888.html,,maritime,West Indies Trade,New Haven Museum,,"114 Whitney Ave, New Haven, CT 06510",41.3139686,-72.9220177,https://goo.gl/maps/DvidB1q6GXWVXQzZ9,west-indies-trade,west-indies-trade.jpg,"Trade map of the West Indies and North America, 1741.",,,west-indies-trade2.jpg,"Picture of Gurdon Saltonstall, Governor of the Colony of Connecticut 1701-1724.",,,,,,,,,,,,,,
https://conntours.oncell.com/en/connecticut-river-223111.html,,maritime,Connecticut River,"CT River Museum, Essex",,"67 Main St, Essex CT 06426",41.3515382,-72.4187328,https://goo.gl/maps/KmxXQFUQmatLBu8n7,ct-river,ct-river.jpg,"Connecticut River, 2011.","Source: Library of Congress, Prints and Photographs Division, Carol M. Highsmith Archive",,ct-river2.jpg,View from the Connecticut River of the Goodspeed Opera House.,Source: Library of Congress Prints and Photographs Division,,,,,,,,,,,,,
https://conntours.oncell.com/en/submarines-223109.html,,maritime,Submarines,"Submarine Force Museum, Groton CT",,"1 Crystal Lake Rd, Groton, CT 06340",41.3871467,-72.0882842,https://goo.gl/maps/JxoYpTJKqui9QmAV9,submarines,submarines.jpg,Bushnell's Turtle.,,,submarines2.jpg,USS Nautilus.,Source: US Navy Arctic Submarine Laboratory,,,,,,,,,,,,,
https://conntours.oncell.com/en/coast-guard-223113.html,,maritime,Coast Guard,New London CT,,"31 Mohegan Ave Pkwy, New London, CT 06320",41.3722847,-72.1011696,https://goo.gl/maps/zrWEmrSBiBnA7oh3A,coast-guard,coast-guard.jpg,US Revenue Cutter Eagle 1799-1801.,,,coast-guard2.jpg,"U.S. Coast Guard in training at Fort Trumbull. New London, Connecticut (1917-1918).",Source: Digital Public Library of America,,,,,,,,,,,,,
https://conntours.oncell.com/en/whaling-223112.html,,maritime,Whaling,"Whale Oil Row, New London CT",,"105 Huntington St, New London, CT 06320",41.3564216,-72.0992871,https://goo.gl/maps/q8rmYVU9DAsMp8zQ6,whaling,whaling.jpg,"The bark George Henry, Captain Sidney O. Burlington, of New London, which started for the Arctic regions on Tuesday, May 28, 1860.",,,whaling2.jpg,"Whale Oil Row, New London.",Source: National Register of Historic Places Collection,,,,,,,,,,,,,
https://conntours.oncell.com/en/commerce-227885.html,,maritime,Commerce,"Shaw Mansion, New London CT",,"11 Blinman St, New London CT 06320",41.3513936,-72.0982225,https://goo.gl/maps/8RSvXU8tuVh2N3vu7,commerce,commerce.jpg,"Steam tugboat J. W. Coulston, ca.1890s. The Coulston is typical of the commerical vessels that plied the Connecticut River a century ago.",Source: Connecticut Historical Society and Connecticut History Illustrated,,commerce2.jpg,"Captain Nathaniel Shaw Mansion, New London (1940).",,,,,,,,,,,,,,
